,news_source,is_title,text,topic,date,link,medium,labels
4333,Daily Mail,0,This is still being investigated.,corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0
1642,Daily Mail,0,"But the team admit the stark claim was made without accounting for Downing St's decision to plunge a quarter of the country into the toughest virus-controlling curbs, meaning their dramatic estimate - which gets revised every fortnight - is likely to be drastically toned down when the effects of the restrictions kick in.",corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0
1942,Metro,0,‘You are an accomplished liar.,crime,2021-03-26T14:00:00+0000,https://metro.co.uk/2021/03/26/babysitter-who-murdered-toddler-by-beating-and-shaking-her-is-jailed-14310109/?ito=facebook|social|metroukfacebook,article,1
5324,Sky News,0,"""Hapless ministers give all the appearance of deliberately attacking aviation and tormenting the public with their mixed messages over summer holidays.",corona,2021-06-20T21:59:00+0000,https://news.sky.com/story/covid-19-pilots-criticise-ludicrously-cautious-travel-rules-and-claim-uk-aviation-sector-is-now-hardest-hit-in-europe-12336758,article,1
1298,BBC News,0,"""When you decide to buy the Russian vaccine, it seems like you invest in or approve of the achievements of Putin's regime or Putin himself,"" she says.",corona,2021-03-03T00:24:31+0000,https://www.bbc.com/news/world-europe-56250456,article,1
4423,BBC News,0,"People in England, Wales and Scotland have been able to go to nightclubs and attend gatherings of unlimited numbers of people since the summer, unlike in many other countries.",corona,2021-10-22T13:37:29+0000,https://www.bbc.com/news/health-58954793,article,0
3678,Daily Mail,0,"His father James also told the publication that he believes that his son is in good care at the rehab facility in Tampa, Florida which has catered to many who are recovering from the virus.",corona,2021-09-22T16:02:34+0100,https://www.dailymail.co.uk/tvshowbiz/article-10017405/Freaks-Geeks-alum-Fedora-Guy-Jerry-Messing-partially-paralyzed-amid-battle-COVID-19.html?ito=social-facebook,article,0
210,Daily Mail,0,"Some 42,000 people got tested on Tuesday, the second highest number ever for the state after 44,000 on Monday.",corona,2020-12-23T00:01:52+0000,https://www.dailymail.co.uk/news/article-9080871/New-South-Wales-records-eight-cases-Covid-19.html,article,0
7241,Daily Mail,0,Education Secretary Nadhim Zahawi said: 'Arthur's murder has shocked and appalled the nation.,crime,2021-12-06T07:56:33+0000,https://www.dailymail.co.uk/news/article-10279255/Arthur-Labinjo-Hughes-stepmother-Emma-Tustin-poisoned-SALT-prison.html?ito=social-facebook,article,1
7524,BBC News,0,"In the youngest - the under-18s - four unvaccinated people in every 100,000 needed overnight hospital treatment compared with zero in the vaccinated group.",corona,2021-10-22T13:37:29+0000,https://www.bbc.com/news/health-58954793,article,0
1403,Metro,0,"According to records from the California Bureau of Security and Investigative Services, which regulates the private security industry, David was a licensed security guard and held a permit to carry a gun.",crime,2021-11-30T11:53:00+0000,https://metro.co.uk/2021/11/30/california-dad-arrested-after-four-children-and-grandma-are-shot-dead-15687465/?ito=facebook|social|metroukfacebook,article,0
49,Daily Mail,0,"And so the fact that we've struggled to vaccinate health care workers and nursing home patients, that shows we need to be investing more in these efforts,' Gottlieb told CBS.",corona,2020-12-28T05:21:23+0000,https://www.dailymail.co.uk/news/article-9091917/Dr-Scott-Gottlieb-says-administering-20-million-COVID-vaccines-end-2020-unrealistic.html?ito=social-facebook,article,1
7299,Daily Mail,0,"The suspect's trial has been abundant with emotion from many sides, but his son's testimony weighs heavier than anything else.",crime,2021-06-22T23:18:21+0100,https://www.dailymail.co.uk/news/article-9713895/Florida-father-convicted-double-murder-decides-represents-instead-using-attorney.html,article,1
6306,Metro,0,"Arbery’s father Marcus Arbery Sr was asked to leave the courtroom after letting out a resounding ‘Woo hoo!’ upon hearing the first guilty verdict read, according to CNN.",crime,2021-11-24T18:56:00+0000,https://metro.co.uk/2021/11/24/ahmaud-arbery-trial-verdict-three-white-men-found-guilty-of-murder-15653122/,article,1
6946,Daily Mail,0,"In the video, an emotional Petito tells officers with tears streaming down her face that she 'was trying to get him [Laundrie] to stop telling [her] to calm down' and admitting the couple had 'been fighting all morning.'",crime,2021-09-27T00:31:56+0100,https://www.dailymail.co.uk/news/article-10031047/Utah-cops-told-Brian-Laundrie-hit-Gabby-Petito-pulling-couple-over.html?ito=social-facebook,article,0
5484,Metro,0,"That was a rise from 58 per cent on August 23, the previous Monday that was not a bank holiday.",corona,2021-09-09T13:26:00+0000,https://metro.co.uk/2021/09/09/london-tube-station-packed-during-busiest-week-since-covid-15229591/?ito=facebook|social|metroukfacebook,article,0
2284,Daily Mail,0,"'I do think it’s a reason for us to not necessarily panic but to be more vigilant and to recognize that the precautions that we have been talking about for the last year or so are all the more important now than ever,' Murthy told host Chris Wallace at Fox News.",corona,2021-12-05T07:34:27+0000,https://www.dailymail.co.uk/news/article-10276697/COVID-cases-Norwegian-Cruise-ship-returning-New-Orleans.html?ito=social-facebook,article,1
3669,Sky News,0,It also said he was negligent to fly in fog and should have aborted the flight.,crime,2021-06-23T11:33:00+0000,https://news.sky.com/story/kobe-bryants-widow-settles-lawsuit-against-pilot-and-helicopter-firm-over-fatal-crash-12339825,article,0
336,Daily Mail,0,The two earliest samples were collected on September 20 in Kent and another the next day in London.,corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0
795,Sky News,0,"""Blood clots can occur naturally and are not uncommon.",corona,2021-03-15T23:51:00+0000,https://news.sky.com/story/covid-19-germany-suspends-oxford-astrazeneca-coronavirus-vaccine-amid-blood-clot-concerns-12246936,article,0
799,Daily Mail,0,"Three weeks later, the woman recognized a car circling her neighborhood as the one she had been attacked in and thrown out of.",crime,2021-12-05T07:45:20+0000,https://www.dailymail.co.uk/news/article-10276547/DNA-conch-shell-linked-half-brother-victim-crack-20-year-old-cold-case.html?ito=social-facebook,article,0
527,BBC News,0,"""This rightly shows just how important this issue is and we are very grateful to the Prime Minister and his team for doing so.",crime,2021-06-10T21:24:48+0000,https://www.bbc.com/news/uk-england-northamptonshire-57436665,article,1
4586,Metro,0,We’ve still got a lot of vulnerable people.,corona,2021-06-08T09:48:00+0000,https://metro.co.uk/2021/06/08/richard-madeley-clashes-with-dr-hilary-again-over-lockdown-restrictions-14735113/?ito=facebook|social|metroukfacebook,article,1
3486,Metro,0,"But, he explained that on May 31, 2019, Stewart Montgomery and his partner Agatha were at home when their nine-month-old black kitten Hendrix arrived home bleeding heavily.",crime,2021-06-22T18:28:00+0000,https://metro.co.uk/2021/06/22/man-who-stabbed-16-cats-in-brighton-was-finally-caught-on-cctv-court-hears-14813371/?ito=facebook|social|metroukfacebook,article,0
1727,Daily Mail,0,"Britain's second wave of coronavirus is continuing to spiral as health chiefs today recorded another 36,804 cases amid the ever-growing threat of another brutal lockdown in the New Year.",corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0
6121,Daily Mail,0,"By Claire Ellicot, Political Correspondent for the Daily Mail",crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,0
3952,Sky News,0,"The transport secretary also announced that a further 30 new countries and territories, including Peru, Uganda, Argentina, Tanzania and Cambodia, were being added to the list of locations with approved COVID-19 vaccine programmes.",corona,2021-10-28T18:11:00+0000,https://news.sky.com/story/covid-19-all-countries-to-be-removed-from-governments-travel-red-list-12453412,article,0
427,Daily Mail,0,Vaccination saves lives.,corona,2021-12-03T18:55:47+0000,https://www.dailymail.co.uk/tvshowbiz/article-10272679/Americas-Got-Talent-musician-Jay-Jay-Phillips-dead-30-COVID-19.html?ito=social-facebook,article,0
5974,BBC News,0,"Officials had hoped to administer 100 million Covid doses before the Lunar New Year last week, but have only vaccinated 40 million people so far.",corona,2021-02-16T04:54:26+0000,https://www.bbc.com/news/world-asia-china-56080092,article,0
141,Daily Mail,0,Petito nods and wipes tears from her eyes.,crime,2021-09-27T00:31:56+0100,https://www.dailymail.co.uk/news/article-10031047/Utah-cops-told-Brian-Laundrie-hit-Gabby-Petito-pulling-couple-over.html?ito=social-facebook,article,0
3170,BBC News,0,"The UK, Japan, Canada and the European Union are among those to have committed to supplying tens of millions of doses.",corona,2021-09-23T16:58:15+0000,https://www.bbc.com/news/world-55795297,article,0
2725,BBC News,0,"People are attempting to jump the queue for the Covid vaccine, BBC London has been told.",corona,2021-03-24T07:09:26+0000,https://www.bbc.com/news/uk-england-london-56428471,article,0
2573,Metro,0,He added: ‘The south-facing recording shows Hendrix outside on the pathway at just after 7.50pm.,crime,2021-06-22T18:28:00+0000,https://metro.co.uk/2021/06/22/man-who-stabbed-16-cats-in-brighton-was-finally-caught-on-cctv-court-hears-14813371/?ito=facebook|social|metroukfacebook,article,0
3013,Sky News,0,"""So I think that you don't have a situation of immediately switching back to the absolute sort of same state of situation as it was back in 2019.""",corona,2021-06-23T15:33:00+0000,https://news.sky.com/story/covid-19-changes-to-exams-in-2022-and-beyond-likely-because-of-pandemic-gavin-williamson-tells-mps-12340019,article,1
5783,Daily Mail,0,"The vigil will be held by Reclaim the Streets, a campaign group who said they were 'angry and heartbroken' about Sabina's death.",crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,1
2353,Daily Mail,0,"It was not immediately clear why Trump, who has refused to concede defeat to Biden, changed his mind on the stimulus package.",corona,2020-12-28T05:21:23+0000,https://www.dailymail.co.uk/news/article-9091917/Dr-Scott-Gottlieb-says-administering-20-million-COVID-vaccines-end-2020-unrealistic.html?ito=social-facebook,article,1
783,Daily Mail,0,"The parade began at midday local time, which was at the same time that the health ministry's requirement for masks to be worn in most indoor spaces came back into effect.",corona,2021-06-25T16:59:01+0100,https://www.dailymail.co.uk/news/article-9725863/Israel-reimposes-indoor-mask-rule-amid-surge-Covid-cases-despite-successful-vaccine-rollout.html?ito=social-facebook,article,0
1977,Metro,0,"‘Unless more people get vaccinated, we could face serious problems as we move into autumn and winter, when respiratory viruses are more prevalent.’",corona,2021-09-09T17:36:00+0000,https://metro.co.uk/2021/09/09/london-englands-11-least-vaccinated-areas-are-all-in-the-capital-15234057/?ito=facebook|social|metroukfacebook,article,1
3099,Daily Mail,0,In patients with weakened immune systems infections can linger for months because the body is unable to fight it off.,corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,0
345,Metro,0,"A fully vaccinated woman’s obituary, written by her family, blames her dying of the coronavirus on millions of Americans who have not gotten the jab.",corona,2021-09-16T23:30:00+0000,https://metro.co.uk/2021/09/16/fully-vaccinated-womans-obituary-blames-unvaccinated-people-for-death-15272095/?ito=facebook|social|metroukfacebook,article,0
1683,Daily Mail,0,"Nadia Whittome, MP for Nottingham East, said: 'Sabina Nessa's murder in a park at 8.30pm is devastating.",crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,0
3079,Daily Mail,0,Other women who live in the Kidbrooke area have also revealed they feel anxious when out alone - prompting one resident to offer to walk anyone home who does not feel safe in the community.,crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,1
